,date,iso_code,continent,location,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,growth_rate,growth_accel,growth_accel_rate,growth_rate_NORM_(%),growth_accel_NORM_(%),growth_accel_rate_NORM_(%),LENTO,EXPONENCIAL,DESACELERACAO,ESTAVEL,LINEAR,CLASSIFICACAO,index
10,2020-06-08,AUS,Oceania,Australia,7260.0,5.0,102.0,0.0,284.707,0.196,4.0,0.0,,,,,,,,,25499881.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,31.482739699626002,-0.952220796398655,0.025556623612717305,0.4336465523364463,-0.01311598893111095,0.00035201960899059647,0,0,1,0,0,DESACELERACAO,
11,2020-06-08,AUT,Europe,Austria,16868.0,46.0,672.0,0.0,1872.89,5.107,74.61399999999998,0.0,,,,,,,,,9006400.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,82.76372761939156,-2.2383712825768782,0.09719851222338452,0.4906552502928122,-0.013269926977572195,0.0005762302123748193,0,0,1,0,0,DESACELERACAO,
12,2020-06-08,AZE,Asia,Azerbaijan,7553.0,314.0,88.0,4.0,744.932,30.969,8.679,0.395,,,,,,,,,10139175.0,119.309,32.4,6.018,3.871,15847.419,,559.812,7.11,0.3,42.5,83.241,4.7,144.64243851054468,5.0657827687947865,0.2536191325560137,1.9150329473129175,0.06706981025810653,0.0033578595598571922,0,1,0,0,0,EXPONENCIAL,
13,2020-06-08,BHS,North America,Bahamas,103.0,0.0,11.0,0.0,261.921,0.0,27.972,0.0,,,,,,,,,393248.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,0.7935347877134341,-0.024994191435166773,0.00041015142130836416,0.7704221239936253,-0.024266205276860943,0.0003982052634061788,0,0,1,0,0,DESACELERACAO,
14,2020-06-08,BHR,Asia,Bahrain,14763.0,380.0,26.0,2.0,8676.039,223.321,15.28,1.175,,,,,,,,,1701583.0,1935.907,32.4,2.372,1.3869999999999998,43290.705,,151.689,16.52,5.8,37.6,,2.0,270.7085245943996,6.9567658416815314,0.16561917328193967,1.833695892395852,0.04712298206110906,0.0011218531008733974,0,1,0,0,0,EXPONENCIAL,
15,2020-06-08,BGD,Asia,Bangladesh,65769.0,2743.0,888.0,42.0,399.352,16.656,5.392,0.255,,,,,,,,,164689383.0,1265.036,27.5,5.098,3.262,3523.984000000001,14.8,298.003,8.38,1.0,44.7,34.808,0.8,1405.3663548305378,43.688341181037856,1.074062724281298,2.136821838298496,0.06642695066222362,0.001633083556510359,0,1,0,0,0,EXPONENCIAL,
16,2020-06-08,BRB,North America,Barbados,92.0,0.0,7.0,0.0,320.144,0.0,24.359,0.0,,,,,,,,75.0,287371.0,664.4630000000002,39.8,14.952,9.473,16978.068,,170.05,13.57,1.9,14.5,88.469,5.8,0.5209167559832826,-0.021245191365727997,9.33144946433816e-05,0.5662138651992202,-0.023092599310573902,0.00010142879852541476,0,0,1,0,0,DESACELERACAO,
17,2020-06-08,BLR,Europe,Belarus,48630.0,879.0,269.0,6.0,5146.402,93.023,28.468000000000004,0.635,,,,,,,,,9449321.0,46.858,40.3,14.799,9.788,17167.967,,443.129,5.18,10.5,46.1,,11.0,779.0452433465748,5.233806180542203,-0.35388640960888595,1.6019848721911882,0.01076250499803044,-0.0007277121316242772,0,1,0,0,0,EXPONENCIAL,
18,2020-06-08,BEL,Europe,Belgium,59226.0,154.0,9595.0,15.0,5110.264,13.288,827.8960000000002,1.294,,,,,,,,,11589616.0,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,418.82235930843973,-11.104197099758705,0.09037243911867936,0.7071596246723394,-0.0187488554009366,0.00015258913166291726,0,0,1,0,0,DESACELERACAO,
19,2020-06-08,BLZ,North America,Belize,18.0,0.0,2.0,0.0,45.269,0.0,5.03,0.0,,,,,,,,,397621.0,16.426,25.0,3.853,2.279,7824.361999999999,,176.957,17.11,,,90.083,1.3,0.08466665163085392,-0.0043290763279228645,0.00022579490573306792,0.4703702868380774,-0.024050424044015917,0.0012544161429614885,1,0,1,0,0,LENTO,
20,2020-06-08,BEN,Africa,Benin,268.0,0.0,4.0,0.0,22.106,0.0,0.33,0.0,,,,,,,,,12123198.0,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,3.4675304148641133,0.0226617507868778,0.006733371311817085,1.2938546324119826,0.008455877159282761,0.0025124519820213013,0,0,0,0,1,LINEAR,
21,2020-06-08,BMU,North America,Bermuda,141.0,0.0,9.0,0.0,2264.224,0.0,144.525,0.0,,,,,,,,,62273.0,1308.82,,,,50669.315,,139.547,13.0,,,,,1.1572665701740872,-0.03579092924580035,-0.0012125625246999238,0.8207564327475795,-0.02538363776297897,-0.0008599734217729956,0,0,1,0,0,DESACELERACAO,
22,2020-06-08,BTN,Asia,Bhutan,59.0,11.0,0.0,0.0,76.46300000000002,14.255999999999998,0.0,0.0,,,,,,,,,771612.0,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,,,79.807,1.7,1.2952298747659905,0.05654856239073459,0.004353525317997356,2.195304872484729,0.09584502100124506,0.007378856471181958,0,1,0,0,0,EXPONENCIAL,
23,2020-06-08,BOL,South America,Bolivia,13643.0,285.0,465.0,11.0,1168.763,24.415,39.835,0.942,,,,,,,,,11673029.0,10.202,25.4,6.704,4.393,6885.8290000000015,7.1,204.299,6.89,,,25.383000000000006,1.1,296.6151390605691,8.767198490843686,-0.06992236079839806,2.1741196148982556,0.06426151499555588,-0.0005125145554379394,0,1,0,0,0,EXPONENCIAL,
24,2020-06-08,BES,North America,Bonaire Sint Eustatius and Saba,7.0,0.0,0.0,0.0,266.962,0.0,0.0,0.0,,,,,,,,,26221.0,,,,,,,,,,,,,0.049545789270921375,-0.0015709210807573655,-7.414268042552714e-05,0.7077969895845911,-0.022441729725105226,-0.001059181148936102,1,0,1,0,0,LENTO,
25,2020-06-08,BIH,Europe,Bosnia and Herzegovina,2605.0,0.0,158.0,0.0,794.01,0.0,48.159,0.0,,,,,,,,,3280815.0,68.49600000000001,42.5,16.569000000000006,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,24.61314602647656,-0.4828450305979228,-0.009940430483521995,0.9448424578301942,-0.0185353178732408,-0.00038159042163232233,0,0,1,0,0,DESACELERACAO,
26,2020-06-08,BWA,Africa,Botswana,40.0,0.0,1.0,0.0,17.01,0.0,0.425,0.0,,,,,,,,,2351625.0,4.044,25.8,3.941,2.242,15807.374,,237.372,4.81,5.7,34.4,,1.8,0.5210507804589078,-0.0027096200236560192,-0.0012509795458778975,1.3026269511472697,-0.006774050059140046,-0.0031274488646947447,1,0,0,0,1,LENTO,
27,2020-06-08,BRA,South America,Brazil,672846.0,27075.0,35930.0,904.0,3165.449,127.376,169.035,4.253,,,,,,,,,212559409.0,25.04,33.5,8.552,5.06,14103.452,3.4,177.96099999999996,8.11,10.1,17.9,,2.2,13545.887560234003,369.2883450594586,2.7695169310603323,2.013222573996725,0.05488452707743802,0.0004116123052021313,0,1,0,0,0,EXPONENCIAL,
28,2020-06-08,VGB,North America,British Virgin Islands,8.0,0.0,1.0,0.0,264.577,0.0,33.072,0.0,,,,,,,,,30237.0,207.973,,,,,,,13.67,,,,,0.0541853332070912,-0.002406320675711836,1.1871697817692614e-05,0.67731666508864,-0.03007900844639795,0.00014839622272115765,1,0,1,0,0,LENTO,
29,2020-06-08,BRN,Asia,Brunei,141.0,0.0,2.0,0.0,322.298,0.0,4.572,0.0,,,,,,,,,437483.0,81.347,32.4,4.591,2.382,71809.25099999999,,201.285,12.79,2.0,30.9,,2.7,0.4000864409573713,-0.019089313218981763,0.0008632778684557651,0.28374924890593706,-0.013538520013462244,0.0006122538074154363,0,0,1,0,0,DESACELERACAO,
30,2020-06-08,BGR,Europe,Bulgaria,2727.0,16.0,160.0,0.0,392.462,2.303,23.027,0.0,,,,,,,,,6948445.0,65.18,44.7,20.801,13.272,18563.307,1.5,424.6880000000001,5.81,30.1,44.4,,7.454,30.940271013848506,-0.17007323904903673,0.025454969455822384,1.1345900628473964,-0.006236642429374285,0.0009334422242692476,0,0,0,0,1,LINEAR,
31,2020-06-08,BFA,Africa,Burkina Faso,889.0,1.0,53.0,0.0,42.529,0.048,2.535,0.0,,,,,,,,,20903278.0,70.15100000000001,17.6,2.4090000000000003,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,11.877,0.4,7.137325906164182,-0.16451039440729215,-0.004753712586257733,0.8028488083424276,-0.0185051062325413,-0.0005347258252258418,0,0,1,0,0,DESACELERACAO,
32,2020-06-08,BDI,Africa,Burundi,83.0,0.0,1.0,0.0,6.98,0.0,0.084,0.0,,,,,,,,,11890781.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,1.8329819352887609,0.0793139186700325,0.0066359176070748364,2.2084119702274223,0.09555893815666566,0.007995081454307029,0,1,0,0,0,EXPONENCIAL,
33,2020-06-08,KHM,Asia,Cambodia,126.0,1.0,0.0,0.0,7.536,0.06,0.0,0.0,,,,,,,,,16718971.0,90.672,25.6,4.412,2.385,3645.07,,270.892,4.0,2.0,33.7,66.229,0.8,0.42860545724024335,-0.010708489369484243,0.0009657468572716232,0.3401630613017804,-0.008498801086892258,0.0007664657597393836,0,0,0,1,0,ESTAVEL,
34,2020-06-08,CMR,Africa,Cameroon,7908.0,309.0,215.0,3.0,297.9,11.64,8.099,0.113,,,,,,,,,26545864.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,150.10289555573377,3.9989478096337887,0.10885957507753416,1.8981145113269315,0.05056838403684609,0.0013765753044705886,0,1,0,0,0,EXPONENCIAL,
35,2020-06-08,CAN,North America,Canada,95688.0,642.0,7800.0,27.0,2535.308,17.01,206.665,0.715,,,,,,,,,37742157.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.599,7.37,12.0,16.6,,2.5,1030.372511308568,-10.262482587317658,-0.6374880156183665,1.0768043132979768,-0.010724942090249205,-0.0006662152157202227,0,0,1,0,0,DESACELERACAO,
36,2020-06-08,CPV,Africa,Cape Verde,554.0,12.0,5.0,0.0,996.424,21.583,8.993,0.0,,,,,,,,,555988.0,135.58,25.7,4.46,3.437,6222.554,,182.219,2.42,2.1,16.5,,2.1,9.84893812168178,0.18590828558783185,0.009669657170216565,1.7777866645634979,0.033557452272171814,0.0017454254819885494,0,1,0,0,0,EXPONENCIAL,
37,2020-06-08,CYM,North America,Cayman Islands,164.0,0.0,1.0,0.0,2495.435,0.0,15.216,0.0,,,,,,,,,65720.0,256.496,,,,49903.029,,,13.22,,,,,2.3288741392467145,0.00895176836107812,-0.0037384701334538437,1.4200452068577532,0.0054583953421208035,-0.002279554959423076,0,0,0,0,1,LINEAR,
38,2020-06-08,CAF,Africa,Central African Republic,1634.0,64.0,5.0,0.0,338.319,13.251,1.035,0.0,,,,,,,,,4829764.0,7.479,18.3,3.655,2.251,661.24,,435.727,6.1,,,16.602999999999998,1.0,39.851576381978994,1.7422183535665423,0.06970265964285847,2.438896963401407,0.10662291025499036,0.004265768643993787,0,1,0,0,0,EXPONENCIAL,
39,2020-06-08,TCD,Africa,Chad,837.0,1.0,69.0,0.0,50.956,0.061,4.2010000000000005,0.0,,,,,,,,,16425859.0,11.833,16.7,2.486,1.446,1768.1529999999998,38.4,280.995,6.1,,,5.818,,14.367359854976204,-0.11648558288349192,-0.040012426256840664,1.7165304486232025,-0.013917034992053995,-0.004780457139407486,0,0,1,0,0,DESACELERACAO,
40,2020-06-08,CHL,South America,Chile,134150.0,6405.0,1637.0,96.0,7017.605,335.056,85.634,5.022,,,,,,,,,19116209.0,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,,2.11,2776.5827901038465,83.4744420654815,1.4822782072004963,2.0697598137188566,0.06222470522957994,0.0011049408924342131,0,1,0,0,0,EXPONENCIAL,
41,2020-06-08,CHN,Asia,China,84191.0,5.0,4638.0,0.0,58.493,0.003,3.222,0.0,,,,,,,,,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,71.64170779763145,-2.836417937778101,0.1145895019785981,0.08509425924104888,-0.00336902749436175,0.00013610659331591036,0,0,0,1,0,ESTAVEL,
42,2020-06-08,COL,South America,Colombia,39236.0,1209.0,1259.0,54.0,771.1039999999998,23.76,24.743,1.061,,,,,,,,,50882884.0,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.38600000000001,1.71,784.3158050745137,22.50696638837747,0.37434374708632295,1.998969836564669,0.057363050230343236,0.0009540823404177873,0,1,0,0,0,EXPONENCIAL,
43,2020-06-08,COM,Africa,Comoros,141.0,0.0,2.0,0.0,162.144,0.0,2.3,0.0,,,,,,,,,869595.0,437.352,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,15.574000000000002,2.2,4.210375659387388,0.046932461728082735,-0.01241691241361088,2.9860820279343177,0.033285433849704074,-0.008806320860716936,0,1,0,0,0,EXPONENCIAL,
44,2020-06-08,COG,Africa,Congo,683.0,0.0,22.0,0.0,123.775,0.0,3.987,0.0,,,,,,,,,5518092.0,15.405,19.0,3.402,2.063,4881.406,37.0,344.094,7.2,1.7,52.3,47.964,,10.865602160646262,0.0879596891713492,-0.0027648128078478517,1.5908641523640208,0.012878431796683631,-0.00040480421784009534,0,1,0,0,0,EXPONENCIAL,
45,2020-06-08,CRI,North America,Costa Rica,1318.0,55.0,10.0,0.0,258.73,10.797,1.963,0.0,,,,,,,,,5094114.0,96.079,33.6,9.468,5.694,15524.995,1.3,137.97299999999998,8.78,6.4,17.4,83.84100000000002,1.13,17.5008414563321,0.5609679612535913,0.05077011772697232,1.3278331909204932,0.04256206079314046,0.0038520574906655775,0,1,0,0,0,EXPONENCIAL,
46,2020-06-08,CIV,Africa,Cote d'Ivoire,3739.0,182.0,36.0,0.0,141.745,6.9,1.365,0.0,,,,,,,,,26378275.0,76.399,18.7,2.9330000000000003,1.582,3601.006,28.2,303.74,2.42,,,19.351,,64.32417249838072,1.9819987993710773,0.17126999791810685,1.7203576490607306,0.053008793778311775,0.004580636478152096,0,1,0,0,0,EXPONENCIAL,
47,2020-06-08,HRV,Europe,Croatia,2247.0,0.0,104.0,0.0,547.346,0.0,25.333,0.0,,,,,,,,,4105268.0,73.726,44.0,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,,5.54,11.438268865412207,-0.4896783050266144,0.012028381640534365,0.5090462334406857,-0.021792536939324186,0.0005353084842249382,0,0,1,0,0,DESACELERACAO,
48,2020-06-08,CUB,North America,Cuba,2191.0,18.0,83.0,0.0,193.438,1.589,7.3279999999999985,0.0,,,,,,,,,11326616.0,110.408,43.1,14.738,9.719,,,190.968,8.27,17.1,53.3,85.198,5.2,22.227891566591406,-0.17421234810654118,0.025872759881774014,1.0145089715468465,-0.007951271022662765,0.0011808653528879054,0,0,0,0,1,LINEAR,
49,2020-06-08,CUW,North America,Curacao,21.0,0.0,1.0,0.0,127.971,0.0,6.0939999999999985,0.0,,,,,,,,,164100.0,362.644,41.7,16.367,10.068,,,,11.62,,,,,0.1947673807194905,0.000981699178252169,-0.00017366268457296788,0.9274637177118596,0.0046747579916769965,-0.0008269651646331805,1,0,0,1,0,LENTO,
50,2020-06-08,CYP,Europe,Cyprus,964.0,4.0,18.0,0.0,1100.5839999999996,4.567,20.55,0.0,,,,,,,,,875899.0,127.657,37.3,13.416,8.562999999999999,32415.132,,141.171,9.24,19.6,52.7,,3.4,5.982200823690044,-0.17219486356923444,0.0069693650254231175,0.620560251420129,-0.017862537714650874,0.0007229631769111117,0,0,1,0,0,DESACELERACAO,
51,2020-06-08,CZE,Europe,Czech Republic,9628.0,61.0,327.0,0.0,899.058,5.6960000000000015,30.535,0.0,,,,,,,,,10708982.0,137.17600000000002,43.3,19.027,11.58,32605.906000000006,,227.485,6.82,30.5,38.3,,6.63,71.69341935556389,-0.9744054377983272,0.033555232095001226,0.7446346007017438,-0.010120538406712995,0.0003485171592750439,0,0,1,0,0,DESACELERACAO,
52,2020-06-08,COD,Africa,Democratic Republic of Congo,4016.0,138.0,85.0,4.0,44.841,1.541,0.949,0.045,,,,,,,,,89561404.0,35.879,17.0,3.02,1.745,808.133,77.1,318.949,6.1,,,4.472,,80.47679345090118,2.0001230347951657,0.003024413717209348,2.0039042193949497,0.049803860428166466,7.530910650421684e-05,0,1,0,0,0,EXPONENCIAL,
53,2020-06-08,DNK,Europe,Denmark,11948.0,24.0,589.0,2.0,2062.773,4.144,101.688,0.345,,,,,,,,,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,90.53290120267498,-2.021738625218786,0.019299928080508164,0.7577243153889771,-0.016921146846491347,0.00016153270907690126,0,0,1,0,0,DESACELERACAO,
54,2020-06-08,DJI,Africa,Djibouti,4207.0,38.0,28.0,2.0,4258.089,38.461,28.34,2.024,,,,,,,,,988002.0,41.285,25.4,4.213,2.38,2705.406,22.5,258.03700000000003,6.05,1.7,24.5,,1.4,81.66995798434787,1.5884170854544075,-0.15474461816283022,1.9412873302673608,0.03775652687079648,-0.0036782652284960827,0,1,0,0,0,EXPONENCIAL,
55,2020-06-08,DMA,North America,Dominica,18.0,0.0,0.0,0.0,250.031,0.0,0.0,0.0,,,,,,,,,71991.0,98.567,,,,9673.367,,227.376,11.62,,,,3.8,0.11046902606121857,1.3793936177708676e-05,2.225684662811289e-05,0.6137168114512144,7.663297876504821e-05,0.0001236491479339605,1,0,0,1,0,LENTO,
56,2020-06-08,DOM,North America,Dominican Republic,19600.0,405.0,538.0,2.0,1806.801,37.334,49.595,0.184,,,,,,,,,10847904.0,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,296.20478691786116,2.7264910551294053,0.02547296838254931,1.5112489128462303,0.013910668648619414,0.0001299641244007618,0,1,0,0,0,EXPONENCIAL,
57,2020-06-08,ECU,South America,Ecuador,43120.0,392.0,3621.0,13.0,2444.02,22.218000000000004,205.237,0.737,,,,,,,,,17643060.0,66.939,28.1,7.104,4.458,10581.936000000003,3.6,140.44799999999998,5.55,2.0,12.3,80.635,1.5,527.838521745502,-0.9685146761716515,0.3426462206525099,1.2241153101704592,-0.0022460915495631987,0.0007946340924223327,0,0,0,0,1,LINEAR,
58,2020-06-08,EGY,Africa,Egypt,34079.0,1467.0,1237.0,39.0,333.016,14.335,12.088,0.381,,,,,,,,,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6,681.4094632339244,22.529516836577145,0.6386483603536489,1.9994995840075247,0.06610967703447032,0.0018740231824691128,0,1,0,0,0,EXPONENCIAL,
59,2020-06-08,SLV,North America,El Salvador,3015.0,81.0,55.0,2.0,464.833,12.488,8.48,0.308,,,,,,,,,6486201.0,307.811,27.6,8.273,5.417000000000002,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,58.03734813428057,0.9192930813954641,-0.036008707748598816,1.9249535036245633,0.03049064946585287,-0.0011943186649618184,0,1,0,0,0,EXPONENCIAL,
60,2020-06-08,GNQ,Africa,Equatorial Guinea,1306.0,0.0,12.0,0.0,930.872,0.0,8.552999999999999,0.0,,,,,,,,,1402985.0,45.194,22.4,2.846,1.7519999999999998,22604.873,,202.812,7.78,,,24.64,2.1,21.751931476093244,-0.18434435363503465,-0.08152138451308766,1.6655383978631888,-0.014115187874045532,-0.006242066195489101,0,0,1,0,0,DESACELERACAO,
61,2020-06-08,ERI,Africa,Eritrea,41.0,0.0,0.0,0.0,11.561,0.0,0.0,0.0,,,,,,,,,3546427.0,44.304,19.3,3.607,2.171,1510.4589999999996,,311.11,6.05,0.2,11.4,,0.7,0.2257214563643481,-0.0036303431582440453,0.0006691224432194286,0.5505401374740198,-0.008854495507912306,0.001632005959071777,1,0,0,1,0,LENTO,
62,2020-06-08,EST,Europe,Estonia,1939.0,8.0,69.0,0.0,1461.698,6.0310000000000015,52.015,0.0,,,,,,,,,1326539.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,12.583446498979614,-0.15067144686138312,0.023715276115439183,0.6489657812779582,-0.0077705748768119205,0.0012230673602598855,0,0,0,1,0,ESTAVEL,
63,2020-06-08,ETH,Africa,Ethiopia,2020.0,86.0,27.0,7.0,17.570999999999998,0.748,0.235,0.061,,,,,,,,,114963583.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,49.995710598612355,2.42303785535154,0.08812371830630493,2.4750351781491267,0.1199523690768089,0.0043625603121933134,0,1,0,0,0,EXPONENCIAL,
64,2020-06-08,FRO,Europe,Faeroe Islands,187.0,0.0,0.0,0.0,3826.87,0.0,0.0,0.0,,,,,,,,,48865.0,35.308,,,,,,,,,,,,0.3786649442333533,-0.019147046101162697,0.0010504361614748444,0.20249462258468087,-0.010239062086183259,0.0005617305676336067,0,0,1,0,0,DESACELERACAO,
65,2020-06-08,FLK,South America,Falkland Islands,13.0,0.0,0.0,0.0,3732.415,0.0,0.0,0.0,,,,,,,,,3483.0,,,,,,,,,,,,,0.07333482220124865,-0.0040606700767454925,0.00023645654999765944,0.5641140169326819,-0.031235923667273013,0.001818896538443534,1,0,1,0,0,LENTO,
66,2020-06-08,FJI,Oceania,Fiji,18.0,0.0,0.0,0.0,20.079,0.0,0.0,0.0,,,,,,,,,896444.0,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,0.07176710454057646,-0.003594972472137701,0.00018345468547591984,0.39870613633653584,-0.019972069289653897,0.0010191926970884438,1,0,1,0,0,LENTO,
67,2020-06-08,FIN,Europe,Finland,6981.0,17.0,323.0,1.0,1259.945,3.068,58.29600000000001,0.18,,,,,,,,,5540718.0,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,56.88416178283713,-1.2823558743214072,-0.02081974444092406,0.8148425982357417,-0.018369228968935787,-0.00029823441399404177,0,0,1,0,0,DESACELERACAO,
68,2020-06-08,FRA,Europe,France,153977.0,343.0,29155.0,13.0,2358.951,5.255,446.659,0.199,,,,,,,,,65273512.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,1002.1353954824933,-20.473290020735067,0.32093495650401804,0.6508344723448912,-0.0132963299848257,0.0002084304516285017,0,0,1,0,0,DESACELERACAO,
69,2020-06-08,PYF,Oceania,French Polynesia,60.0,0.0,0.0,0.0,213.596,0.0,0.0,0.0,,,,,,,,,280904.0,77.324,32.7,7.775,4.593,,,,22.63,,,,,0.2334282977193785,-0.011462693812101823,0.0005257169251395183,0.3890471628656308,-0.019104489686836368,0.0008761948752325307,0,0,1,0,0,DESACELERACAO,
